fecha,local_id,local_nombre,comuna_nombre,localidad_nombre,local_direccion,funcionamiento_hora_apertura,funcionamiento_hora_cierre,local_telefono,local_lat,local_lng,funcionamiento_dia,fk_region,fk_comuna,fk_localidad,turno,funcionamiento_hora_apertura_turno,funcionamiento_hora_cierre_turno,region_nombre
01-05-22,1309,Salcobrand,Ñuñoa,Ñuñoa,Jose Domingo Cañas 1701,10:30:00,22:00:00,+560223431460,-33.456271,-70.613901,domingo,7,110,129,No,,,Metropolitana
01-05-22,1310,Salcobrand,Ñuñoa,Ñuñoa,Jose Pedro Alessandri 1163. Portal Ñuñoa,08:30:00,22:00:00,+560223717164,-33.464984,-70.598226,domingo,7,110,129,No,,,Metropolitana
01-05-22,1314,Ahumada,Ñuñoa,Ñuñoa,Campo De Deportes 156,10:00:00,20:00:00,+560226313906,-33.455027,-70.60908,domingo,7,110,129,No,,,Metropolitana
01-05-22,1316,Ahumada,Ñuñoa,Ñuñoa,Av. Grecia 245. Interior Lider,09:00:00,21:30:00,+560226313038,-33.455309,-70.627108,domingo,7,110,129,No,,,Metropolitana
01-05-22,1318,Ahumada,Ñuñoa,Ñuñoa,Av. Irarrazaval 2928. Interior Lider,09:00:00,22:30:00,+560226313393,-33.454507,-70.600608,domingo,7,110,129,No,,,Metropolitana
01-05-22,1319,Ahumada,Ñuñoa,Ñuñoa,Pedro De Valdivia 2523,09:00:00,23:00:00,+560226313098,-33.445605,-70.606138,domingo,7,110,129,No,,,Metropolitana
01-05-22,1323,Ahumada,Ñuñoa,Ñuñoa,Simon Bolivar 4800 L- 115,10:00:00,22:00:00,+560222221122,-33.448273,-70.580555,domingo,7,110,129,No,,,Metropolitana
01-05-22,1324,Ahumada,Ñuñoa,Ñuñoa,Sucre 3250,09:00:00,23:00:00,+560226313080,-33.447789,-70.597547,domingo,7,110,129,No,,,Metropolitana
01-05-22,1327,Cruz Verde,Ñuñoa,Ñuñoa,Antonio Varas 2280. Local 1,10:00:00,22:00:00,+560223411640,-33.448329,-70.610647,domingo,7,110,129,No,,,Metropolitana
01-05-22,1328,Cruz Verde,Ñuñoa,Ñuñoa,Coventry 601,10:00:00,22:00:00,+560222775025,-33.448564,-70.580705,domingo,7,110,129,No,,,Metropolitana
01-05-22,1330,Farmanuestra ,Ñuñoa,Ñuñoa,Grecia 320. Interior Unimarc,09:00:00,20:00:00,+560222743105,-33.455765,-70.626106,domingo,7,110,129,No,,,Metropolitana
01-05-22,1331,Cruz Verde,Ñuñoa,Ñuñoa,Irarrazaval 1489. Monserrat,08:30:00,22:00:00,+560222256910,-33.453053,-70.615452,domingo,7,110,129,No,,,Metropolitana
01-05-22,1333,Cruz Verde,Ñuñoa,Ñuñoa,Av. Irarrazaval 2768    Esquina Lyon,08:30:00,21:30:00,+560223431977,-33.454342,-70.602297,domingo,7,110,129,No,,,Metropolitana
01-05-22,1334,Cruz Verde,Ñuñoa,Ñuñoa,Irarrazaval 3612,10:00:00,20:00:00,+560222699067,-33.455219,-70.593017,domingo,7,110,129,No,,,Metropolitana
01-05-22,1335,Cruz Verde,Ñuñoa,Ñuñoa,Irarrazaval 4949,09:00:00,21:00:00,+560227586177,-33.454494,-70.579021,domingo,7,110,129,No,,,Metropolitana
01-05-22,1337,Cruz Verde,Ñuñoa,Ñuñoa,Jose Pedro Alessandri 1166. Portal Ñuñoa,10:00:00,22:00:00,+5602228982367,-33.465302,-70.598239,domingo,7,110,129,No,,,Metropolitana
01-05-22,1338,Cruz Verde,Ñuñoa,Ñuñoa,Av. Jose Pedro Alessandri 331 333,10:00:00,22:00:00,+560222054200,-33.45816,-70.598017,domingo,7,110,129,No,,,Metropolitana
01-05-22,1339,Cruz Verde,Ñuñoa,Ñuñoa,Av. Ossa  1220,10:00:00,22:30:00,+560222274680,-33.442758,-70.572611,domingo,7,110,129,No,,,Metropolitana
01-05-22,1341,Cruz Verde,Ñuñoa,Ñuñoa,Av. Pedro De Valdivia 3601 Local 1,10:00:00,21:00:00,+560222042559,-33.455649,-70.605221,domingo,7,110,129,No,,,Metropolitana
01-05-22,1342,Cruz Verde,Ñuñoa,Ñuñoa,Tobalaba 4507 Local 1,09:00:00,22:00:00,+560222661107,-33.434033,-70.582342,domingo,7,110,129,No,,,Metropolitana
01-05-22,1349,Institucional,Ñuñoa,Ñuñoa,Brown Norte 235. Pdi,08:30:00,21:30:00,+56,-33.453256,-70.591758,domingo,7,110,129,No,,,Metropolitana
01-05-22,1354,Redoxx,Ñuñoa,Ñuñoa,Obispo Orrego 1015,10:00:00,20:00:00,+560222388103,-33.462935,-70.620185,domingo,7,110,129,No,,,Metropolitana
01-05-22,1355,Salcobrand,Ñuñoa,Ñuñoa,Matta Oriente 301,09:00:00,22:00:00,+560222098737,-33.454772,-70.627526,domingo,7,110,129,No,,,Metropolitana
01-05-22,1357,Santa Gemita,Ñuñoa,Ñuñoa,Irarrazaval 3006,09:30:00,20:30:00,+560222098750,-33.454762,-70.599854,domingo,7,110,129,No,,,Metropolitana
01-05-22,1358,Salcobrand,Ñuñoa,Ñuñoa,Suecia 3071,08:30:00,22:00:00,+560222096882,-33.448165,-70.600672,domingo,7,110,129,No,,,Metropolitana
01-05-22,1362,San Juan ,Padre Hurtado,Padre Hurtado,Camino A Melipilla   2436  Local 13,10:00:00,21:00:00,+560228111354,-33.569701,-70.815772,domingo,7,111,130,No,,,Metropolitana
01-05-22,1363,Farma-Market,Padre Hurtado,Padre Hurtado,El Manzano 285,09:00:00,10:30:00,+560228341225,-33.568003,-70.808887,domingo,7,111,130,No,,,Metropolitana
01-05-22,1365,Cruz Verde,Paine,Paine,General Baquedano 890,09:00:00,21:00:00,+560228252380,-33.813498,-70.743019,domingo,7,112,131,No,,,Metropolitana
01-05-22,1368,Plaza Paine,Paine,Paine,La Concepcion 264,09:00:00,14:30:00,+560228242638,-33.809498,-70.738717,domingo,7,112,131,No,,,Metropolitana
01-05-22,1370,Cruz Verde,Pedro Aguirre Cerda,Pedro Aguirre Cerda,Carlos Valdovinos 2020. L-2. Santa Isabel,09:15:00,21:45:00,+560225126384,-33.478816,-70.663113,domingo,7,113,132,No,,,Metropolitana
01-05-22,1371,Cruz Verde,Pedro Aguirre Cerda,Pedro Aguirre Cerda,Jose Joaquin Prieto 5531,09:00:00,22:00:00,+560225246063,-33.502505,-70.667851,domingo,7,113,132,No,,,Metropolitana
01-05-22,1379,Idahue,Pedro Aguirre Cerda,Pedro Aguirre Cerda,Carlos Valdovinos 2816,16:00:00,21:00:00,+560225635302,-33.478489,-70.672005,domingo,7,113,132,No,,,Metropolitana
01-05-22,1383,La Botika,Pedro Aguirre Cerda,Pedro Aguirre Cerda,Av. Central   6398,09:00:00,00:00:00,+560225245104,-33.502397,-70.690115,domingo,7,113,132,No,,,Metropolitana
01-05-22,1385,Farma-Market,Peñaflor,Peñaflor,"Av. Vicuña Mackenna 1374  Loc. A,B,C,",09:30:00,21:30:00,+560228127453,-33.610554,-70.873439,domingo,7,114,133,No,,,Metropolitana
01-05-22,1386,Ahumada,Peñaflor,Peñaflor,Alcalde Luis Araya Cereceda 4237,09:00:00,22:00:00,+560226313093,-33.607203,-70.899843,domingo,7,114,133,No,,,Metropolitana
01-05-22,1388,Cruz Verde,Peñaflor,Peñaflor,Balmaceda 503. Local A. Monserrat,10:00:00,21:00:00,+560228149389,-33.606915,-70.854744,domingo,7,114,133,No,,,Metropolitana
01-05-22,1389,Cruz Verde,Peñaflor,Peñaflor,Av. Vicuña Mackenna 2005. L-2 Santa Isabel,10:00:00,21:00:00,+560228116516,-33.61071,-70.880887,domingo,7,114,133,No,,,Metropolitana
01-05-22,1390,Cruz Verde ,Peñaflor,Peñaflor,21 De Mayo   4436,10:00:00,21:00:00,+560228124917,-33.60872,-70.900199,domingo,7,114,133,No,,,Metropolitana
01-05-22,1391,Cruz Verde ,Peñaflor,Peñaflor,Alcalde Luis Araya Cereceda 4341,09:30:00,21:30:00,+560228127930,-33.607217,-70.899797,domingo,7,114,133,No,,,Metropolitana
01-05-22,1394,Malloco,Peñaflor,Peñaflor,Balmaceda 251,08:30:00,21:30:00,+560228140003,-33.604735,-70.852638,domingo,7,114,133,No,,,Metropolitana
01-05-22,1397,San Juan,Peñaflor,Peñaflor,"21 De Mayo 4555 C,D",09:00:00,22:00:00,+560228120568,-33.609133,-70.900701,domingo,7,114,133,No,,,Metropolitana
01-05-22,1398,Salcobrand,Peñalolen,Peñalolen,Antupiren 8340,10:00:00,22:00:00,+560229580720,-33.479232,-70.545225,domingo,7,115,134,No,,,Metropolitana
01-05-22,1400,Salcobrand,Peñalolen,Peñalolen,Av. Grecia 5532,10:00:00,22:00:00,+560222710198,-33.468936,-70.575921,domingo,7,115,134,No,,,Metropolitana
01-05-22,1401,Salcobrand,Peñalolen,Peñalolen,Mar Tirreno 3349. L-2039,09:00:00,22:30:00,+5602,-33.486668,-70.579823,domingo,7,115,134,No,,,Metropolitana
01-05-22,1402,Ahumada,Peñalolen,Peñalolen,Americo Vespucio 3100,09:00:00,22:30:00,+560226313826,-33.484731,-70.579397,domingo,7,115,134,No,,,Metropolitana
01-05-22,1403,Ahumada,Peñalolen,Peñalolen,Av. Consistorial 3349,09:30:00,22:30:00,+560226313730,-33.487957,-70.54916,domingo,7,115,134,No,,,Metropolitana
01-05-22,1404,Ahumada,Peñalolen,Peñalolen,Mariano Sanchez Fontecilla 12000. Interior Jumbo,09:00:00,22:30:00,+560226313184,-33.486444,-70.557757,domingo,7,115,134,No,,,Metropolitana
01-05-22,1406,Ahumada ,Peñalolen,Peñalolen,Av. Tobalaba 11835,09:00:00,00:00:00,+560226313299,-33.484198,-70.558365,domingo,7,115,134,No,,,Metropolitana
01-05-22,1407,Belen,Peñalolen,Peñalolen,San Luis De Macul 5171. Vegamercado,09:00:00,22:00:00,+560222848500,-33.506258,-70.579184,domingo,7,115,134,No,,,Metropolitana
01-05-22,1408,Cruz Verde,Peñalolen,Peñalolen,Av. Americo Vespucio 3100 Lider,08:30:00,21:30:00,+560222602027,-33.485825,-70.579606,domingo,7,115,134,No,,,Metropolitana
01-05-22,1409,Cruz Verde,Peñalolen,Peñalolen,"Av. Grecia 8585, Local B-14",09:00:00,22:00:00,+560222782437,-33.475988,-70.54338,domingo,7,115,134,No,,,Metropolitana
01-05-22,1410,Cruz Verde,Peñalolen,Peñalolen,Av. Sanchez Fontecilla 12000. Interior Jumbo,09:00:00,22:30:00,+560222848003,-33.4864,-70.557735,domingo,7,115,134,No,,,Metropolitana
01-05-22,1411,Cruz Verde,Peñalolen,Peñalolen,Mar Tirreno  5449  Rotonda Quilin,10:00:00,21:30:00,+560222713491,-33.486668,-70.579823,domingo,7,115,134,No,,,Metropolitana
01-05-22,1412,Cruz Verde,Peñalolen,Peñalolen,Tobalaba 11201. Tottus,09:00:00,22:00:00,+560222797627,-33.472261,-70.55461,domingo,7,115,134,No,,,Metropolitana
01-05-22,1414,Cruz Verde,Peñalolen,Peñalolen,Av. Consistorial 2701,10:30:00,22:00:00,+560229580195,-33.483805,-70.547014,domingo,7,115,134,No,,,Metropolitana
01-05-22,1415,Del Dr. Simi ,Peñalolen,Peñalolen,Consistorial 1431,10:00:00,18:00:00,+560222744595,-33.4714531,-70.54151389999998,domingo,7,115,134,No,,,Metropolitana
01-05-22,1416,Del Dr. Simi ,Peñalolen,Peñalolen,Av. Grecia 5843,08:30:00,21:30:00,+560228134313,-33.469629,-70.574566,domingo,7,115,134,No,,,Metropolitana
01-05-22,1417,Del Dr. Simi ,Peñalolen,Peñalolen,Av. Tobalaba 13949,11:00:00,16:30:00,+560222845747,-33.502822,-70.561093,domingo,7,115,134,No,,,Metropolitana
01-05-22,1418,El Valle,Peñalolen,Peñalolen,El Valle 6060,08:30:00,21:30:00,+560224545884,-33.476053,-70.573552,domingo,7,115,134,No,,,Metropolitana
01-05-22,1420,Meddica,Peñalolen,Peñalolen,Las Parcelas 9001. Interior Unimarc,10:00:00,20:00:00,+560222791770,-33.472427,-70.538437,domingo,7,115,134,No,,,Metropolitana
01-05-22,1421,Gennetika,Peñalolen,Peñalolen,Las Parcelas 8889,09:00:00,22:00:00,+560222922740,-33.47234,-70.538712,domingo,7,115,134,No,,,Metropolitana
01-05-22,1426,Gallardo,Peñalolen,Peñalolen,Santa Maria 2286,10:30:00,17:30:00,+560222760967,-33.477724,-70.572401,domingo,7,115,134,No,,,Metropolitana
01-05-22,1427,La Botika,Peñalolen,Peñalolen,San Luis De Macul 6248,09:00:00,23:00:00,+560222981944,-33.507497,-70.568472,domingo,7,115,134,No,,,Metropolitana
01-05-22,1428,Salcobrand,Peñalolen,Peñalolen,Tobalaba 12175,10:00:00,22:00:00,+560224632642,-33.487541,-70.558636,domingo,7,115,134,No,,,Metropolitana
01-05-22,1429,Salcobrand ,Peñalolen,Peñalolen,Av. Consistorial  3477. Local 9,10:00:00,22:00:00,+560227580369,-33.489299,-70.549871,domingo,7,115,134,No,,,Metropolitana
01-05-22,1431,Salcobrand,Pirque,Pirque,Ramon Subercaseaux 230. Montserrat,10:00:00,20:45:00,+560228530361,-33.634483,-70.570314,domingo,7,116,135,No,,,Metropolitana
01-05-22,1432,Salcobrand,Providencia,Providencia,Nueva Providencia 1355,11:00:00,21:00:00,+560222642272,-33.429187,-70.61886,domingo,7,117,136,No,,,Metropolitana
01-05-22,1434,Salcobrand,Providencia,Providencia,Av. Andres Bello 2447. Interior Costanera Center,09:00:00,22:30:00,+560226189806,-33.417618,-70.608246,domingo,7,117,136,No,,,Metropolitana
01-05-22,1435,Salcobrand,Providencia,Providencia,Los Leones 1185,09:00:00,00:00:00,+560222098055,-33.430206,-70.60277,domingo,7,117,136,No,,,Metropolitana
01-05-22,1436,Urgencia - Salcobrand,Providencia,Providencia,Manuel Montt 1140,00:00:00,00:00:00,+560222098919,-33.438335,-70.615679,domingo,7,117,136,No,,,Metropolitana
01-05-22,1438,Ahumada,Providencia,Providencia,Av. Andres Bello 2447. Interior Costanera Center,09:00:00,22:00:00,+560222224000,-33.417669,-70.608276,domingo,7,117,136,No,,,Metropolitana
01-05-22,1440,Ahumada,Providencia,Providencia,Francisco Bilbao  2489,09:00:00,22:00:00,+560223444783,-33.436607,-70.599068,domingo,7,117,136,No,,,Metropolitana
01-05-22,1441,Ahumada,Providencia,Providencia,Francisco Bilbao  3785,10:00:00,22:00:00,+560226313077,-33.431701,-70.583823,domingo,7,117,136,No,,,Metropolitana
01-05-22,1443,Urgencia - Ahumada,Providencia,Providencia Urgencia,Los Leones 1160,00:00:00,00:00:00,+560223440447,-33.429951,-70.602705,domingo,7,117,514,No,,,Metropolitana
01-05-22,1444,Ahumada,Providencia,Providencia,Pedro De Valdivia 1885,09:00:00,22:00:00,+560226313365,-33.43953833448415,-70.60791102645874,domingo,7,117,136,No,,,Metropolitana
01-05-22,1448,Ahumada,Providencia,Providencia,Rancagua 0180,09:00:00,22:00:00,+560226313382,-33.440999,-70.630386,domingo,7,117,136,No,,,Metropolitana
01-05-22,1458,Carmen,Providencia,Providencia,Salvador 702,09:00:00,23:00:00,+560222257678,-33.439826,-70.624619,domingo,7,117,136,No,,,Metropolitana
01-05-22,1460,Cruz Verde,Providencia,Providencia,Av. Andres Bello 2447. Interior Costanera Center,08:00:00,22:30:00,+560226944000,-33.417669,-70.608274,domingo,7,117,136,No,,,Metropolitana
01-05-22,1462,Cruz Verde,Providencia,Providencia,Bellavista 415,08:00:00,00:00:00,+560227357715,-33.431983,-70.62928,domingo,7,117,136,No,,,Metropolitana
01-05-22,1463,Cruz Verde,Providencia,Providencia,Av. Eliodoro Yañez 1281,10:30:00,22:30:00,+560222357772,-33.433335,-70.617624,domingo,7,117,136,No,,,Metropolitana
01-05-22,1464,Cruz Verde,Providencia,Providencia,Av. Francisco Bilbao  2191,08:30:00,21:30:00,+560222233739,-33.437794,-70.604202,domingo,7,117,136,No,,,Metropolitana
01-05-22,1474,Cruz Verde,Providencia,Providencia,Ricardo Lyon 62,10:30:00,21:30:00,+560222342256,-33.422469,-70.609555,domingo,7,117,136,No,,,Metropolitana
01-05-22,1476,Cruz Verde,Providencia,Providencia,Santa Isabel 865  Local 2,10:00:00,22:00:00,+560222259575,-33.445095,-70.619839,domingo,7,117,136,No,,,Metropolitana
01-05-22,1485,Lido,Providencia,Providencia,Eliodoro Yañez 2865,08:30:00,21:30:00,+5602,-33.42803,-70.593875,domingo,7,117,136,No,,,Metropolitana
01-05-22,1499,Salcobrand,Providencia,Providencia,Providencia 1694,09:00:00,22:00:00,+560222351661,-33.426402,-70.615652,domingo,7,117,136,No,,,Metropolitana
01-05-22,1504,Salcobrand,Providencia,Providencia,Ricardo Lyon 1848,09:00:00,22:00:00,+560222091961,-33.437816,-70.603767,domingo,7,117,136,No,,,Metropolitana
01-05-22,1506,Farma Uno,Pudahuel,Pudahuel,San Daniel   8850-A,09:00:00,22:00:00,+560226452966,-33.432032,-70.752579,domingo,7,118,137,No,,,Metropolitana
01-05-22,1507,Ahumada,Pudahuel,Pudahuel,Camino De Las Flores 20217. Ciudad De Los Valles,09:00:00,22:00:00,+560226313538,-33.449343,-70.848439,domingo,7,118,137,No,,,Metropolitana
01-05-22,1508,Ahumada,Pudahuel,Pudahuel,Av. Ramon Freire  7001 A . Esquina Las Torres,09:00:00,00:00:00,+560227479123,-33.467965,-70.731704,domingo,7,118,137,No,,,Metropolitana
01-05-22,1509,Ahumada,Pudahuel,Pudahuel,Teniente Cruz 570. Mayorista 10,11:00:00,21:00:00,+560226313653,-33.454986,-70.738717,domingo,7,118,137,No,,,Metropolitana
01-05-22,1510,Ahumada,Pudahuel,Pudahuel,"Km 18,5 Ruta 68 - Lo Aguirre",09:00:00,00:00:00,+560226313089,-33.457511,-70.823418,domingo,7,118,137,No,,,Metropolitana
01-05-22,1511,Belen,Pudahuel,Pudahuel,Pasaje Doña Veronica 227. L - 1,10:00:00,22:00:00,+560227490004,-33.462165,-70.737344,domingo,7,118,137,No,,,Metropolitana
01-05-22,1514,Cruz Verde,Pudahuel,Pudahuel,Aeropuerto C.A.M. Benitez. Local C-63,07:00:00,22:00:00,+560226901088,-33.396873,-70.791846,domingo,7,118,137,No,,,Metropolitana
01-05-22,1515,Cruz Verde,Pudahuel,Pudahuel,Isla Portezuelo 615. Local 1564. Santa Isabel,10:00:00,21:00:00,+560227490460,-33.453321,-70.763032,domingo,7,118,137,No,,,Metropolitana
01-05-22,1517,Emifar,Pudahuel,Pudahuel,Av. San Francisco 8687,10:00:00,22:00:00,+560226437936,-33.436491,-70.750583,domingo,7,118,137,No,,,Metropolitana
01-05-22,1519,Laisa,Pudahuel,Pudahuel,Austral 8741. Local 2,10:00:00,15:00:00,+560297509990,-33.459909,-70.761441,domingo,7,118,137,No,,,Metropolitana
01-05-22,1523,Farma Oferta,Pudahuel,Pudahuel,Av. Santa Victoria 1005 - A,10:00:00,22:00:00,+560226451506,-33.439105,-70.758029,domingo,7,118,137,No,,,Metropolitana
01-05-22,1525,Cruz Verde ,Pudahuel,Pudahuel,San Pablo 8315,10:00:00,19:00:00,+560226433137,-33.444607,-70.740637,domingo,7,118,137,No,,,Metropolitana
01-05-22,1527,San Pio,Pudahuel,Pudahuel,Cerro Caracol 9526. L - 1,11:00:00,18:00:00,+560225931969,-33.437548,-70.77114,domingo,7,118,137,No,,,Metropolitana
01-05-22,1530,Tierra Del Fuego ,Pudahuel,Pudahuel,La Estrella 1361 - D,10:00:00,15:00:00,+560226444900,-33.43214,-70.750476,domingo,7,118,137,No,,,Metropolitana
01-05-22,1532,Torres,Pudahuel,Pudahuel,Laguna Sur 8405 - C,10:00:00,23:00:00,+560227492529,-33.460071,-70.751806,domingo,7,118,137,No,,,Metropolitana
01-05-22,1533,Las Princesas,Pudahuel,Pudahuel,San Pablo 9142 E,08:30:00,21:30:00,+560298184570,-33.44197,-70.763715,domingo,7,118,137,No,,,Metropolitana
01-05-22,1536,Salcobrand,Puente Alto,Puente Alto Norte,Av. Camilo Henriquez  4583,09:00:00,22:00:00,+560226376100,-33.557954,-70.559352,domingo,7,119,138,No,,,Metropolitana
01-05-22,1537,Salcobrand,Puente Alto,Puente Alto Norte,Camilo Henriquez 3296. L173-177. Mall Plaza Tobalaba,10:00:00,21:30:00,+560228751288,-33.568989,-70.554782,domingo,7,119,138,No,,,Metropolitana
01-05-22,1538,Salcobrand,Puente Alto,Puente Alto Norte,Av. Camilo Henriquez 3692. L-Bh 140-144. Mall Plaza Tobalaba,10:00:00,21:30:00,+560224227100,-33.569053,-70.554921,domingo,7,119,138,No,,,Metropolitana
01-05-22,1541,Salcobrand,Puente Alto,Puente Alto Norte,Concha Y Toro 3854. L-1053. Jumbo Puente Alto,08:30:00,22:00:00,+560222953795,-33.572973,-70.582806,domingo,7,119,138,No,,,Metropolitana
01-05-22,1544,La Botika,Puente Alto,Puente Alto Norte,Av. Gabriela Poniente  1700-1706,09:00:00,00:00:00,+560268354793,-33.582367,-70.601532,domingo,7,119,138,No,,,Metropolitana
01-05-22,1545,Los Toros,Puente Alto,Puente Alto Norte,Los Toros  01087,09:30:00,22:00:00,+560227100143,-33.567925,-70.570904,domingo,7,119,138,No,,,Metropolitana
01-05-22,1547,Ahumada,Puente Alto,Puente Alto Norte,"Av. Concha Y Toro 1149. L 43-44. Int. Líder, Frente A Plazuela , P 37",09:00:00,22:00:00,+560226313356,-33.598678,-70.577779,domingo,7,119,138,No,,,Metropolitana
01-05-22,1548,Ahumada,Puente Alto,Puente Alto Norte,Concha Y Toro 1149. L 56-57. Espacio Urbano,09:00:00,23:00:00,+560226313076,-33.598678,-70.577779,domingo,7,119,138,No,,,Metropolitana
01-05-22,1550,Ahumada,Puente Alto,Puente Alto Sur,Av. Concha Y Toro 26. Interior Plaza Puente,10:00:00,21:00:00,+560226979772,-33.612042,-70.575437,domingo,7,119,378,No,,,Metropolitana
01-05-22,1553,Ahumada,Puente Alto,Puente Alto Norte,Los Toros 5441. Interior Lider,08:30:00,22:30:00,+560226313390,-33.566537,-70.556883,domingo,7,119,138,No,,,Metropolitana
01-05-22,1556,Angel,Puente Alto,Puente Alto Sur,Av. Gabriela Oriente  01987. Local 3,10:00:00,22:00:00,+560228746267,-33.618122,-70.574144,domingo,7,119,378,No,,,Metropolitana
01-05-22,1557,Ares,Puente Alto,Puente Alto Norte,Av. Concha Y Toro 4115. Interior Maxi Ahorro,10:30:00,21:00:00,+560284845693,-33.568443,-70.583565,domingo,7,119,138,No,,,Metropolitana
01-05-22,1560,Carmen,La Florida,La Florida Sur,Santa Delia 8937 L-1640,09:00:00,21:30:00,+560228429938,-33.609991,-70.551392,domingo,7,97,376,No,,,Metropolitana
01-05-22,1561,Catalina,Puente Alto,Puente Alto Norte,Av. Gabriela Oriente 01379,10:30:00,15:00:00,+560227243620,-33.576334,-70.566777,domingo,7,119,138,No,,,Metropolitana
01-05-22,1563,Cruz Verde,Puente Alto,Puente Alto Norte,Av. Camilo Henriquez 3692.  Local A-113. Mall Plaza Tobalaba,08:30:00,21:30:00,+560225860664,-33.569029,-70.554929,domingo,7,119,138,No,,,Metropolitana
01-05-22,1564,Cruz Verde,Puente Alto,Puente Alto Sur,Av. Concha Y Toro 194,09:30:00,23:30:00,+560228500074,-33.609906,-70.575866,domingo,7,119,378,No,,,Metropolitana
01-05-22,1565,Cruz Verde,Puente Alto,Puente Alto Norte,Concha Y Toro 3854. L 1021.,09:00:00,22:00:00,+560222955567,-33.572383,-70.583299,domingo,7,119,138,No,,,Metropolitana
01-05-22,1566,Cruz Verde,Puente Alto,Puente Alto Norte,"Av. Concha Y Toro 3955 Locales 7, 8, 9, 10, 11 Y 21 Strip Center",10:30:00,21:30:00,+560227590382,-33.569366,-70.583538,domingo,7,119,138,No,,,Metropolitana
01-05-22,1567,Cruz Verde,Puente Alto,Puente Alto Sur,Av. Concha Y Toro 398. Interior Montserrat,10:00:00,22:00:00,+560228504068,-33.608347,-70.576046,domingo,7,119,378,No,,,Metropolitana
01-05-22,1569,Cruz Verde,Puente Alto,Puente Alto Norte,Av. Diego Portales 6330  Locales 5. Supermercado Lider,10:00:00,21:00:00,+560227558617,-33.559537,-70.551508,domingo,7,119,138,No,,,Metropolitana
01-05-22,1570,Cruz Verde,Puente Alto,Puente Alto Sur,Estacion Plaza Pte. Alto     Linea 4 Del Metro,10:00:00,20:00:00,+560224349080,-33.609517,-70.575524,domingo,7,119,378,No,,,Metropolitana
01-05-22,1573,Cruz Verde,Puente Alto,Puente Alto Norte,Av. Nonato Coo 3108,09:00:00,22:00:00,+560228746317,-33.581626,-70.568794,domingo,7,119,138,No,,,Metropolitana
01-05-22,1574,Cruz Verde,Puente Alto,Puente Alto Sur,Santo Domingo 67  Locales 44-45. Interior Lider,08:30:00,21:30:00,+560224367750,-33.611657,-70.577084,domingo,7,119,378,No,,,Metropolitana
01-05-22,1575,J M,Puente Alto,Puente Alto Sur,27 De Septiembre 04353. Casas Viejas,11:00:00,14:00:00,+560228424521,-33.608356,-70.528214,domingo,7,119,378,No,,,Metropolitana
01-05-22,1579,Del Dr. Simi ,Puente Alto,Puente Alto Norte,Gabriela Oriente 02710. Interior Montserrat,09:00:00,21:00:00,+560228744430,-33.574457,-70.555361,domingo,7,119,138,No,,,Metropolitana
01-05-22,1586,Fullfarma,Puente Alto,Puente Alto Norte,Av. Coquimbo  2425,10:00:00,19:00:00,+560222656044,-33.589942,-70.58568,domingo,7,119,138,No,,,Metropolitana
01-05-22,1589,Salud Farma,Puente Alto,Puente Alto Norte,Av. Concha Y Toro 3175,11:00:00,21:00:00,+560222952144,-33.580998,-70.58118,domingo,7,119,138,No,,,Metropolitana
01-05-22,1591,Los Paltos,Puente Alto,Puente Alto Norte,Rodas 3267,09:00:00,22:30:00,+560225366586,-33.582317,-70.60102080000001,domingo,7,119,138,No,,,Metropolitana
01-05-22,1593,Meddica,Puente Alto,Puente Alto Norte,"Avenida Mexico 1589, Local 3",09:00:00,20:30:00,+560222685685,-33.594228,-70.559138,domingo,7,119,138,No,,,Metropolitana
01-05-22,1596,Patricio,Puente Alto,Puente Alto Sur,Superintendente Luis Moreno Paz  0214,09:30:00,22:00:00,+560228428868,-33.611894,-70.551872,domingo,7,119,378,No,,,Metropolitana
01-05-22,1597,Patricio ,Puente Alto,Puente Alto Sur,El Tranque 0642,09:30:00,22:00:00,+560228428868,-33.625231,-70.609237,domingo,7,119,378,No,,,Metropolitana
01-05-22,1600,Blanca,Puente Alto,Puente Alto Norte,Gabriela Poniente 3960. L-2. Interior Superbodega Acuenta,09:30:00,21:30:00,+560225452722,-33.582199,-70.606087,domingo,7,119,138,No,,,Metropolitana
01-05-22,1603,Salcobrand,Puente Alto,Puente Alto Sur,Av. Concha Y Toro 242,09:00:00,20:30:00,+560228501488,-33.609616,-70.575918,domingo,7,119,378,No,,,Metropolitana
01-05-22,1604,Salcobrand,Puente Alto,Puente Alto Norte,Juan De Dios Malebran  1750 L-5  Ciudad  Del Sol,10:00:00,20:30:00,+560222742688,-33.595224,-70.590104,domingo,7,119,138,No,,,Metropolitana
01-05-22,1606,Salcobrand,Quilicura,Quilicura,Manuel Antonio Matta 900. L-4A Y 5A. Interior Supermercado,11:00:00,22:00:00,+560224632642,-33.366789,-70.720092,domingo,7,120,139,No,,,Metropolitana
01-05-22,1607,Ahumada,Quilicura,Quilicura,O'Higgins 314. Interior Lider,09:00:00,22:00:00,+560226313385,-33.35618,-70.729107,domingo,7,120,139,No,,,Metropolitana
01-05-22,1609,Ahumada ,Quilicura,Quilicura,Av. Las Torres   450,09:00:00,22:00:00,+560226313824,-33.38230576855998,-70.73004488985748,domingo,7,120,139,No,,,Metropolitana
